Feature,Mean_Importance,Std_Importance
time_zero_crossing_rate,0.25512590826606435,0.0061731778787469955
chaos_rqa_v_entr,0.1571863665260324,0.017836799652786315
chaos_dfa_exp,0.13514010225721534,0.02472694103319908
traditional_mnf,0.11968646171485994,0.02683099014197646
chaos_rqa_entr,0.10791788884943206,0.02465742558359277
freq_low_high_ratio,0.08326328223855381,0.02138937912936851
time_mav,0.07931561382526339,0.013699161117508844
traditional_rms,0.062364376322578706,0.02444404188681345
