Feature,Mean_AbsCoefficient,Std_AbsCoefficient
time_zero_crossing_rate,0.722120801494818,0.11292809964467425
time_mav,0.49027246473072295,0.2282412910464522
freq_low_high_ratio,0.4359482402852959,0.1259403218841896
chaos_dfa_exp,0.432321828743712,0.14679139142788317
traditional_mnf,0.27995747675377336,0.18520000657327798
chaos_rqa_v_entr,0.15935215959655666,0.04704116949185574
traditional_rms,0.15212751600434196,0.06654758738839588
chaos_rqa_entr,0.14268365734518962,0.08065777957579917
