,time_mav,time_zero_crossing_rate,freq_low_high_ratio,traditional_rms,traditional_mnf
Fold_1,0.14629057087483818,0.28762658607276687,0.22525779151752373,0.13399969162938208,0.2068253599054891
Fold_2,0.16121268577681475,0.24282458160103265,0.1903107490467429,0.19354033287947456,0.21211165069593524
Fold_3,0.22242210336313883,0.29267336713313635,0.14597206808985538,0.15536564618544485,0.1835668152284246
Fold_4,0.20005217365344619,0.3125804644486337,0.18732996692962872,0.18038595777490166,0.1196514371933897
Fold_5,0.16153082816133552,0.3024941741886567,0.1785187827571844,0.13226395469963897,0.22519226019318447
