,time_mav,time_zero_crossing_rate,freq_low_high_ratio,traditional_rms,traditional_mnf
Fold_1,0.10853412227214483,0.5589205415451313,0.10227406973309802,0.17572835409425192,0.028279744904788066
Fold_2,0.03496812523276967,0.47664103958276277,0.32548405453015133,0.18475716994055347,0.07621195684223654
Fold_3,0.06881396565957927,0.5000860947175992,0.3429724664531766,0.213960979426639,0.20016227092186414
Fold_4,0.005890399644813117,0.789796625105149,0.3592593203534034,0.20369572295581137,0.0004875886336088988
Fold_5,0.1190515468094408,0.6000643359559577,0.2282778666773882,0.1394460245770878,0.018693655452453748
