,time_mav,time_zero_crossing_rate,freq_low_high_ratio,chaos_rqa_entr,chaos_rqa_v_entr,traditional_rms,traditional_mnf
Fold_1,0.22142247036631166,0.610199848975281,0.49714490605046485,0.5282343321713785,0.5081243335461508,0.6805089706486437,0.0736844994939807
Fold_2,0.2214159838596915,0.5782485714945625,0.999862683844217,0.30159505176769874,0.41499373535089074,0.5861845652902189,0.2734304676532737
Fold_3,0.31373206530545256,0.6255320765501706,0.869767236231662,0.4248508467117521,0.4892168046126764,0.7383665546871732,0.2209055506628524
Fold_4,0.17573651022319187,0.8620953217326399,0.5279709167146649,0.28989166922627185,0.43224957749147713,0.6132977524286658,0.10871153397414708
Fold_5,0.2936952072417176,0.7058032128520118,0.3538478382457972,0.15342080608428896,0.3252497809880953,0.8383752026188601,0.09098776849166258
