,time_mav,time_zero_crossing_rate,freq_low_high_ratio,chaos_rqa_entr,chaos_rqa_v_entr,traditional_rms,traditional_mnf
Fold_1,0.22060955592995826,0.18380174382924483,0.12785179231400265,0.09427502658069029,0.1322116597559633,0.13496852720001176,0.106281694390129
Fold_2,0.16953056023510876,0.1973119408379891,0.14895946952688752,0.11292221970662514,0.08800807516259126,0.13639557225208962,0.14687216227870872
Fold_3,0.19670302946738885,0.2540649096151345,0.10849136117626662,0.08532427054162034,0.11118509994006033,0.15229238239043216,0.0919389468690973
Fold_4,0.1411836288067298,0.24650722969205063,0.13203070114540644,0.11625274405500728,0.1091619335545058,0.1298300983427623,0.12503366440353786
Fold_5,0.14679285926108843,0.21803929247302473,0.13957108897605847,0.13654467122604302,0.10198637300712692,0.1359796077597616,0.12108610729689684
