,time_mav,time_zero_crossing_rate,freq_low_high_ratio,traditional_rms,traditional_mnf
Fold_1,0.19937928299518498,0.6201810407170205,0.46624376082640817,0.68716333548756,0.08024017483810071
Fold_2,0.1991816035255255,0.5575381309313086,0.9562518900468486,0.6078861257840036,0.17255688251155668
Fold_3,0.2971358105611143,0.6102507138891137,0.7826342752681502,0.7580287260347569,0.1431415865864603
Fold_4,0.17187231670280115,0.8064851945558552,0.476136746316098,0.6466562582345645,0.030217058517790173
Fold_5,0.2853060773227414,0.6734811477433623,0.31621019859689187,0.8586934308825374,0.038366569116375725
