,time_mav,time_zero_crossing_rate,freq_low_high_ratio,traditional_rms,traditional_mnf
Fold_1,0.2463588945302838,0.2562383474880794,0.12720883499433028,0.20364678480844803,0.1665471381788586
Fold_2,0.21752980150007328,0.25334919345833207,0.15993796792030726,0.1801472412069635,0.18903579591432376
Fold_3,0.25512253798115236,0.2972946948598365,0.13853010826640158,0.19414312927401495,0.11490952961859474
Fold_4,0.20056925722946917,0.27838964795771187,0.182813028663228,0.14406560682740208,0.194162459322189
Fold_5,0.22081088347265426,0.24648328738606212,0.11870487022694423,0.2038894964437758,0.21011146247056361
